;Prim_key;Nom_Action;Code_ABBR;Code_ISIN;Date;Ouverture;Fermeture;Volume
4627;FR0000120404ACp181114;Accor Hotels;ACp;FR0000120404;18-11-14;40.01;40.21;1233335
4628;FR0000120404ACp181115;Accor Hotels;ACp;FR0000120404;18-11-15;40.17;39.42;959714
4629;FR0000120404ACp181116;Accor Hotels;ACp;FR0000120404;18-11-16;39.56;39.32;1170229
4630;FR0000120404ACp181119;Accor Hotels;ACp;FR0000120404;18-11-19;39.42;38.88;800806
4631;FR0000120404ACp181120;Accor Hotels;ACp;FR0000120404;18-11-20;38.63;38.52;750891
4632;FR0000120404ACp181121;Accor Hotels;ACp;FR0000120404;18-11-21;38.69;39.12;655361
4633;FR0000120404ACp181122;Accor Hotels;ACp;FR0000120404;18-11-22;38.88;38.58;600912
4634;FR0000120404ACp181123;Accor Hotels;ACp;FR0000120404;18-11-23;38.52;39.29;642631
4635;FR0000120404ACp181126;Accor Hotels;ACp;FR0000120404;18-11-26;39.5;39.5;1000957
4636;FR0000120404ACp181127;Accor Hotels;ACp;FR0000120404;18-11-27;39.48;40.23;1058576
4637;FR0000120404ACp181128;Accor Hotels;ACp;FR0000120404;18-11-28;40.31;40.31;705016
4638;FR0000120404ACp181129;Accor Hotels;ACp;FR0000120404;18-11-29;40.61;39.87;852271
4639;FR0000120404ACp181130;Accor Hotels;ACp;FR0000120404;18-11-30;40.06;39.2;1236016
4640;FR0000120404ACp181203;Accor Hotels;ACp;FR0000120404;18-12-03;40.04;38.93;1484480
4641;FR0000120404ACp181204;Accor Hotels;ACp;FR0000120404;18-12-04;39.1;38.88;1024510
4642;FR0000120404ACp181205;Accor Hotels;ACp;FR0000120404;18-12-05;38.54;38.51;634364
4643;FR0000120404ACp181206;Accor Hotels;ACp;FR0000120404;18-12-06;38.24;36.98;1435362
4644;FR0000120404ACp181207;Accor Hotels;ACp;FR0000120404;18-12-07;37.36;37.64;993421
4645;FR0000120404ACp181210;Accor Hotels;ACp;FR0000120404;18-12-10;37.48;36.74;1068406
4646;FR0000120404ACp181211;Accor Hotels;ACp;FR0000120404;18-12-11;36.6;37.55;877155
4647;FR0000120404ACp181212;Accor Hotels;ACp;FR0000120404;18-12-12;37.77;38.48;1103028
4648;FR0000120404ACp181213;Accor Hotels;ACp;FR0000120404;18-12-13;38.69;37.95;663107
4649;FR0000120404ACp181214;Accor Hotels;ACp;FR0000120404;18-12-14;37.91;37.77;742522
4650;FR0000120404ACp181217;Accor Hotels;ACp;FR0000120404;18-12-17;37.81;37.92;547228
4651;FR0000120404ACp181218;Accor Hotels;ACp;FR0000120404;18-12-18;37.93;36.36;1280555
4652;FR0000120404ACp181219;Accor Hotels;ACp;FR0000120404;18-12-19;36.5;36.61;903020
4653;FR0000120404ACp181220;Accor Hotels;ACp;FR0000120404;18-12-20;36.3;36.14;1227977
4654;FR0000120404ACp181221;Accor Hotels;ACp;FR0000120404;18-12-21;36.04;35.73;1468349
4655;FR0000120404ACp181224;Accor Hotels;ACp;FR0000120404;18-12-24;35.46;36.2;441361
4656;FR0000120404ACp181227;Accor Hotels;ACp;FR0000120404;18-12-27;36.12;35.62;972935
4657;FR0000120404ACp181228;Accor Hotels;ACp;FR0000120404;18-12-28;35.75;36.44;608698
4658;FR0000120404ACp181231;Accor Hotels;ACp;FR0000120404;18-12-31;36.73;37.11;220390
4659;FR0000120404ACp190102;Accor Hotels;ACp;FR0000120404;19-01-02;36.94;36.6;562162
4660;FR0000120404ACp190103;Accor Hotels;ACp;FR0000120404;19-01-03;36.39;36.0;800687
4661;FR0000120404ACp190104;Accor Hotels;ACp;FR0000120404;19-01-04;36.41;36.84;1074737
4662;FR0000120404ACp190107;Accor Hotels;ACp;FR0000120404;19-01-07;37.02;37.0;554260
4663;FR0000120404ACp190108;Accor Hotels;ACp;FR0000120404;19-01-08;37.1;37.09;720341
4664;FR0000120404ACp190109;Accor Hotels;ACp;FR0000120404;19-01-09;37.3;37.54;786306
4665;FR0000120404ACp190110;Accor Hotels;ACp;FR0000120404;19-01-10;37.55;37.65;793470
4666;FR0000120404ACp190111;Accor Hotels;ACp;FR0000120404;19-01-11;37.5;37.83;645063
4667;FR0000120404ACp190114;Accor Hotels;ACp;FR0000120404;19-01-14;37.56;37.58;583240
4668;FR0000120404ACp190115;Accor Hotels;ACp;FR0000120404;19-01-15;37.73;37.49;621558
4669;FR0000120404ACp190116;Accor Hotels;ACp;FR0000120404;19-01-16;37.72;37.87;786206
4670;FR0000120404ACp190117;Accor Hotels;ACp;FR0000120404;19-01-17;37.77;37.77;642018
4671;FR0000120404ACp190118;Accor Hotels;ACp;FR0000120404;19-01-18;37.76;39.02;1423616
4672;FR0000120404ACp190121;Accor Hotels;ACp;FR0000120404;19-01-21;38.6;38.8;746830
4673;FR0000120404ACp190122;Accor Hotels;ACp;FR0000120404;19-01-22;38.76;38.95;429841
4674;FR0000120404ACp190123;Accor Hotels;ACp;FR0000120404;19-01-23;38.86;38.69;494779
4675;FR0000120404ACp190124;Accor Hotels;ACp;FR0000120404;19-01-24;38.86;38.57;894453
4676;FR0000120404ACp190125;Accor Hotels;ACp;FR0000120404;19-01-25;38.63;38.52;732296
4677;FR0000120404ACp190128;Accor Hotels;ACp;FR0000120404;19-01-28;38.4;38.42;606851
4678;FR0000120404ACp190129;Accor Hotels;ACp;FR0000120404;19-01-29;38.5;38.09;899531
4679;FR0000120404ACp190130;Accor Hotels;ACp;FR0000120404;19-01-30;38.17;38.5;476189
4680;FR0000120404ACp190131;Accor Hotels;ACp;FR0000120404;19-01-31;38.5;38.03;887494
4681;FR0000120404ACp190201;Accor Hotels;ACp;FR0000120404;19-02-01;38.05;38.09;664391
4682;FR0000120404ACp190204;Accor Hotels;ACp;FR0000120404;19-02-04;38.11;37.96;552084
4683;FR0000120404ACp190205;Accor Hotels;ACp;FR0000120404;19-02-05;38.08;39.05;899158
4684;FR0000120404ACp190206;Accor Hotels;ACp;FR0000120404;19-02-06;39.75;39.36;830361
4685;FR0000120404ACp190207;Accor Hotels;ACp;FR0000120404;19-02-07;39.1;38.52;999799
4686;FR0000120404ACp190208;Accor Hotels;ACp;FR0000120404;19-02-08;38.43;37.82;944071
4687;FR0000120404ACp190211;Accor Hotels;ACp;FR0000120404;19-02-11;38.28;38.45;557399
4688;FR0000120404ACp190212;Accor Hotels;ACp;FR0000120404;19-02-12;38.74;38.26;550452
4689;FR0000120404ACp190213;Accor Hotels;ACp;FR0000120404;19-02-13;38.18;39.4;1002388
4690;FR0000120404ACp190214;Accor Hotels;ACp;FR0000120404;19-02-14;39.48;39.27;843589
4691;FR0000120404ACp190215;Accor Hotels;ACp;FR0000120404;19-02-15;39.29;39.65;821718
4692;FR0000120404ACp190218;Accor Hotels;ACp;FR0000120404;19-02-18;39.74;39.79;406634
4693;FR0000120404ACp190219;Accor Hotels;ACp;FR0000120404;19-02-19;39.93;39.85;862761
4694;FR0000120404ACp190220;Accor Hotels;ACp;FR0000120404;19-02-20;39.87;40.06;584891
4695;FR0000120404ACp190221;Accor Hotels;ACp;FR0000120404;19-02-21;39.24;38.58;1767752
4696;FR0000120404ACp190222;Accor Hotels;ACp;FR0000120404;19-02-22;38.5;37.94;1323518
4697;FR0000120404ACp190225;Accor Hotels;ACp;FR0000120404;19-02-25;38.0;38.06;902098
4698;FR0000120404ACp190226;Accor Hotels;ACp;FR0000120404;19-02-26;37.97;37.8;1122460
4699;FR0000120404ACp190227;Accor Hotels;ACp;FR0000120404;19-02-27;37.63;37.29;1155504
4700;FR0000120404ACp190228;Accor Hotels;ACp;FR0000120404;19-02-28;37.2;37.12;1390500
4701;FR0000120404ACp190301;Accor Hotels;ACp;FR0000120404;19-03-01;37.17;37.0;876405
4702;FR0000120404ACp190304;Accor Hotels;ACp;FR0000120404;19-03-04;37.17;37.08;773978
4703;FR0000120404ACp190305;Accor Hotels;ACp;FR0000120404;19-03-05;36.98;37.33;962778
4704;FR0000120404ACp190306;Accor Hotels;ACp;FR0000120404;19-03-06;37.0;36.81;1673009
4705;FR0000120404ACp190307;Accor Hotels;ACp;FR0000120404;19-03-07;36.08;36.09;1935678
4706;FR0000120404ACp190308;Accor Hotels;ACp;FR0000120404;19-03-08;35.79;35.71;1781423
4707;FR0000120404ACp190311;Accor Hotels;ACp;FR0000120404;19-03-11;35.8;35.79;1120174
4708;FR0000120404ACp190312;Accor Hotels;ACp;FR0000120404;19-03-12;35.95;36.11;1652431
4709;FR0000120404ACp190313;Accor Hotels;ACp;FR0000120404;19-03-13;36.09;36.68;1515723
4710;FR0000120404ACp190314;Accor Hotels;ACp;FR0000120404;19-03-14;36.66;37.45;1546298
4711;FR0000120404ACp190315;Accor Hotels;ACp;FR0000120404;19-03-15;37.43;38.02;2166684
4712;FR0000120404ACp190318;Accor Hotels;ACp;FR0000120404;19-03-18;38.0;38.0;1068004
4713;FR0000120404ACp190319;Accor Hotels;ACp;FR0000120404;19-03-19;37.98;38.04;1089645
4714;FR0000120404ACp190320;Accor Hotels;ACp;FR0000120404;19-03-20;38.13;37.55;1080066
4715;FR0000120404ACp190321;Accor Hotels;ACp;FR0000120404;19-03-21;37.52;37.95;965123
4716;FR0000120404ACp190322;Accor Hotels;ACp;FR0000120404;19-03-22;38.0;36.96;1326908
4717;FR0000120404ACp190325;Accor Hotels;ACp;FR0000120404;19-03-25;36.9;36.87;1003597
4718;FR0000120404ACp190326;Accor Hotels;ACp;FR0000120404;19-03-26;37.0;36.62;994852
4719;FR0000120404ACp190327;Accor Hotels;ACp;FR0000120404;19-03-27;36.6;36.13;1176132
4720;FR0000120404ACp190328;Accor Hotels;ACp;FR0000120404;19-03-28;36.21;35.77;867568
4721;FR0000120404ACp190329;Accor Hotels;ACp;FR0000120404;19-03-29;35.85;36.11;986100
4722;FR0000120404ACp190401;Accor Hotels;ACp;FR0000120404;19-04-01;36.08;36.5;1014502
4723;FR0000120404ACp190402;Accor Hotels;ACp;FR0000120404;19-04-02;36.5;37.09;733920
4724;FR0000120404ACp190403;Accor Hotels;ACp;FR0000120404;19-04-03;37.21;37.46;657407
4725;FR0000120404ACp190404;Accor Hotels;ACp;FR0000120404;19-04-04;37.5;37.34;643430
4726;FR0000120404ACp190405;Accor Hotels;ACp;FR0000120404;19-04-05;37.3;37.37;669856
4727;FR0000120404ACp190408;Accor Hotels;ACp;FR0000120404;19-04-08;37.2;36.83;556107
4728;FR0000120404ACp190409;Accor Hotels;ACp;FR0000120404;19-04-09;36.83;36.63;823549
4729;FR0000120404ACp190410;Accor Hotels;ACp;FR0000120404;19-04-10;36.56;36.87;681043
4730;FR0000120404ACp190411;Accor Hotels;ACp;FR0000120404;19-04-11;36.95;37.69;892295
4731;FR0000120404ACp190412;Accor Hotels;ACp;FR0000120404;19-04-12;37.42;37.13;746907
4732;FR0000120404ACp190415;Accor Hotels;ACp;FR0000120404;19-04-15;37.23;36.86;592963
4733;FR0000120404ACp190416;Accor Hotels;ACp;FR0000120404;19-04-16;36.86;37.08;480001
4734;FR0000120404ACp190417;Accor Hotels;ACp;FR0000120404;19-04-17;37.17;37.75;829600
4735;FR0000120404ACp190418;Accor Hotels;ACp;FR0000120404;19-04-18;37.62;37.73;904481
4736;FR0000120404ACp190423;Accor Hotels;ACp;FR0000120404;19-04-23;38.0;38.66;1172441
4737;FR0000120404ACp190424;Accor Hotels;ACp;FR0000120404;19-04-24;38.56;38.05;670598
4738;FR0000120404ACp190425;Accor Hotels;ACp;FR0000120404;19-04-25;38.0;37.86;568505
4739;FR0000120404ACp190426;Accor Hotels;ACp;FR0000120404;19-04-26;37.8;37.91;449186
4740;FR0000120404ACp190429;Accor Hotels;ACp;FR0000120404;19-04-29;38.0;38.36;591978
4741;FR0000120404ACp190430;Accor Hotels;ACp;FR0000120404;19-04-30;38.14;37.56;781436
4742;FR0000120404ACp190502;Accor Hotels;ACp;FR0000120404;19-05-02;37.5;37.83;809090
4743;FR0000120404ACp190503;Accor Hotels;ACp;FR0000120404;19-05-03;37.8;37.68;591505
4744;FR0000120404ACp190506;Accor Hotels;ACp;FR0000120404;19-05-06;37.43;36.9;718173
4745;FR0000120404ACp190507;Accor Hotels;ACp;FR0000120404;19-05-07;36.87;36.49;827530
4746;FR0000120404ACp190508;Accor Hotels;ACp;FR0000120404;19-05-08;36.5;36.57;588932
4747;FR0000120404ACp190509;Accor Hotels;ACp;FR0000120404;19-05-09;36.54;35.96;965924
4748;FR0000120404ACp190510;Accor Hotels;ACp;FR0000120404;19-05-10;35.54;35.08;1047563
4749;FR0000120404ACp190513;Accor Hotels;ACp;FR0000120404;19-05-13;34.98;34.3;1257195
4750;FR0000120404ACp190514;Accor Hotels;ACp;FR0000120404;19-05-14;34.5;34.9;892820
4751;FR0000120404ACp190515;Accor Hotels;ACp;FR0000120404;19-05-15;35.05;34.8;755560
4752;FR0000120404ACp190516;Accor Hotels;ACp;FR0000120404;19-05-16;34.78;34.65;755462
4753;FR0000120404ACp190517;Accor Hotels;ACp;FR0000120404;19-05-17;34.55;34.96;695969
4754;FR0000120404ACp190520;Accor Hotels;ACp;FR0000120404;19-05-20;34.86;34.3;869492
4755;FR0000120404ACp190521;Accor Hotels;ACp;FR0000120404;19-05-21;34.5;34.39;560788
4756;FR0000120404ACp190522;Accor Hotels;ACp;FR0000120404;19-05-22;34.46;34.48;525776
4757;FR0000120404ACp190523;Accor Hotels;ACp;FR0000120404;19-05-23;34.27;34.16;853433
4758;FR0000120404ACp190524;Accor Hotels;ACp;FR0000120404;19-05-24;34.25;33.95;1018497
4759;FR0000120404ACp190527;Accor Hotels;ACp;FR0000120404;19-05-27;34.2;34.03;217925
4760;FR0000120404ACp190528;Accor Hotels;ACp;FR0000120404;19-05-28;34.16;34.15;1217375
4761;FR0000120404ACp190529;Accor Hotels;ACp;FR0000120404;19-05-29;34.0;33.23;845716
4762;FR0000120404ACp190530;Accor Hotels;ACp;FR0000120404;19-05-30;33.3;33.29;442206
4763;FR0000120404ACp190531;Accor Hotels;ACp;FR0000120404;19-05-31;32.97;33.04;668197
4764;FR0000120404ACp190603;Accor Hotels;ACp;FR0000120404;19-06-03;32.83;32.69;542552
4765;FR0000120404ACp190604;Accor Hotels;ACp;FR0000120404;19-06-04;32.61;32.84;991297
4766;FR0000120404ACp190605;Accor Hotels;ACp;FR0000120404;19-06-05;33.0;33.5;949599
4767;FR0000120404ACp190606;Accor Hotels;ACp;FR0000120404;19-06-06;33.58;33.72;1044530
4768;FR0000120404ACp190607;Accor Hotels;ACp;FR0000120404;19-06-07;33.79;34.25;705151
4769;FR0000120404ACp190610;Accor Hotels;ACp;FR0000120404;19-06-10;34.4;34.61;446234
4770;FR0000120404ACp190611;Accor Hotels;ACp;FR0000120404;19-06-11;34.76;34.78;770312
4771;FR0000120404ACp190612;Accor Hotels;ACp;FR0000120404;19-06-12;34.6;34.22;787781
4772;FR0000120404ACp190613;Accor Hotels;ACp;FR0000120404;19-06-13;34.25;34.69;666863
4773;FR0000120404ACp190614;Accor Hotels;ACp;FR0000120404;19-06-14;34.55;34.8;578085
4774;FR0000120404ACp190617;Accor Hotels;ACp;FR0000120404;19-06-17;34.82;34.62;642283
4775;FR0000120404ACp190618;Accor Hotels;ACp;FR0000120404;19-06-18;35.14;36.32;1756689
4776;FR0000120404ACp190619;Accor Hotels;ACp;FR0000120404;19-06-19;36.32;36.29;1132490
4777;FR0000120404ACp190620;Accor Hotels;ACp;FR0000120404;19-06-20;36.41;35.8;1304857
4778;FR0000120404ACp190621;Accor Hotels;ACp;FR0000120404;19-06-21;35.85;36.24;1632908
4779;FR0000120404ACp190624;Accor Hotels;ACp;FR0000120404;19-06-24;36.24;36.76;1171494
4780;FR0000120404ACp190625;Accor Hotels;ACp;FR0000120404;19-06-25;36.71;37.14;871679
4781;FR0000120404ACp190626;Accor Hotels;ACp;FR0000120404;19-06-26;36.97;37.12;743196
4782;FR0000120404ACp190627;Accor Hotels;ACp;FR0000120404;19-06-27;37.27;37.27;647515
4783;FR0000120404ACp190628;Accor Hotels;ACp;FR0000120404;19-06-28;37.3;37.75;899951
4784;FR0000120404ACp190701;Accor Hotels;ACp;FR0000120404;19-07-01;38.0;38.16;767358
4785;FR0000120404ACp190702;Accor Hotels;ACp;FR0000120404;19-07-02;38.13;38.07;637555
4786;FR0000120404ACp190703;Accor Hotels;ACp;FR0000120404;19-07-03;38.07;38.56;556475
4787;FR0000120404ACp190704;Accor Hotels;ACp;FR0000120404;19-07-04;38.56;38.79;387739
4788;FR0000120404ACp190705;Accor Hotels;ACp;FR0000120404;19-07-05;38.89;38.69;569297
4789;FR0000120404ACp190708;Accor Hotels;ACp;FR0000120404;19-07-08;38.46;38.11;574723
4790;FR0000120404ACp190709;Accor Hotels;ACp;FR0000120404;19-07-09;38.02;38.12;635802
4791;FR0000120404ACp190710;Accor Hotels;ACp;FR0000120404;19-07-10;38.06;38.06;518705
4792;FR0000120404ACp190711;Accor Hotels;ACp;FR0000120404;19-07-11;38.17;38.17;476054
4793;FR0000120404ACp190712;Accor Hotels;ACp;FR0000120404;19-07-12;38.19;40.24;1996250
4794;FR0000120404ACp190715;Accor Hotels;ACp;FR0000120404;19-07-15;40.1;39.94;1136613
4795;FR0000120404ACp190716;Accor Hotels;ACp;FR0000120404;19-07-16;39.9;39.85;1145808
4796;FR0000120404ACp190717;Accor Hotels;ACp;FR0000120404;19-07-17;39.8;39.46;705103
4797;FR0000120404ACp190718;Accor Hotels;ACp;FR0000120404;19-07-18;39.09;39.21;491762
4798;FR0000120404ACp190719;Accor Hotels;ACp;FR0000120404;19-07-19;39.33;39.45;419385
4799;FR0000120404ACp190722;Accor Hotels;ACp;FR0000120404;19-07-22;40.0;40.29;908555
4800;FR0000120404ACp190723;Accor Hotels;ACp;FR0000120404;19-07-23;40.34;41.2;1188187
4801;FR0000120404ACp190724;Accor Hotels;ACp;FR0000120404;19-07-24;41.29;41.07;605267
4802;FR0000120404ACp190725;Accor Hotels;ACp;FR0000120404;19-07-25;41.36;40.96;737168
4803;FR0000120404ACp190726;Accor Hotels;ACp;FR0000120404;19-07-26;40.96;41.33;595688
4804;FR0000120404ACp190729;Accor Hotels;ACp;FR0000120404;19-07-29;41.2;41.13;561883
4805;FR0000120404ACp190730;Accor Hotels;ACp;FR0000120404;19-07-30;40.78;40.26;768469
4806;FR0000120404ACp190731;Accor Hotels;ACp;FR0000120404;19-07-31;39.99;40.3;568948
4807;FR0000120404ACp190801;Accor Hotels;ACp;FR0000120404;19-08-01;40.05;40.0;879505
4808;FR0000120404ACp190802;Accor Hotels;ACp;FR0000120404;19-08-02;39.11;38.3;1207281
4809;FR0000120404ACp190805;Accor Hotels;ACp;FR0000120404;19-08-05;38.06;37.18;1030740
4810;FR0000120404ACp190806;Accor Hotels;ACp;FR0000120404;19-08-06;37.05;36.99;772120
4811;FR0000120404ACp190807;Accor Hotels;ACp;FR0000120404;19-08-07;37.35;37.38;654007
4812;FR0000120404ACp190808;Accor Hotels;ACp;FR0000120404;19-08-08;37.97;38.15;631997
4813;FR0000120404ACp190809;Accor Hotels;ACp;FR0000120404;19-08-09;38.43;37.99;436580
4814;FR0000120404ACp190812;Accor Hotels;ACp;FR0000120404;19-08-12;38.28;38.35;623323
4815;FR0000120404ACp190813;Accor Hotels;ACp;FR0000120404;19-08-13;38.26;38.5;779132
4816;FR0000120404ACp190814;Accor Hotels;ACp;FR0000120404;19-08-14;38.65;37.32;837933
4817;FR0000120404ACp190815;Accor Hotels;ACp;FR0000120404;19-08-15;37.71;37.2;791547
4818;FR0000120404ACp190816;Accor Hotels;ACp;FR0000120404;19-08-16;37.28;37.88;428623
4819;FR0000120404ACp190819;Accor Hotels;ACp;FR0000120404;19-08-19;38.2;38.57;500226
4820;FR0000120404ACp190820;Accor Hotels;ACp;FR0000120404;19-08-20;38.35;38.5;609043
4821;FR0000120404ACp190821;Accor Hotels;ACp;FR0000120404;19-08-21;38.6;39.05;549309
4822;FR0000120404ACp190822;Accor Hotels;ACp;FR0000120404;19-08-22;39.01;38.69;576604
4823;FR0000120404ACp190823;Accor Hotels;ACp;FR0000120404;19-08-23;38.86;38.23;465540
4824;FR0000120404ACp190826;Accor Hotels;ACp;FR0000120404;19-08-26;38.03;38.55;337604
4825;FR0000120404ACp190827;Accor Hotels;ACp;FR0000120404;19-08-27;38.6;38.51;510553
4826;FR0000120404ACp190828;Accor Hotels;ACp;FR0000120404;19-08-28;38.31;38.27;354622
4827;FR0000120404ACp190829;Accor Hotels;ACp;FR0000120404;19-08-29;38.44;38.8;681757
4828;FR0000120404ACp190830;Accor Hotels;ACp;FR0000120404;19-08-30;38.78;39.26;722798
4829;FR0000120404ACp190902;Accor Hotels;ACp;FR0000120404;19-09-02;39.26;39.41;296415
4830;FR0000120404ACp190903;Accor Hotels;ACp;FR0000120404;19-09-03;39.38;39.43;436120
4831;FR0000120404ACp190904;Accor Hotels;ACp;FR0000120404;19-09-04;39.9;39.92;592558
4832;FR0000120404ACp190905;Accor Hotels;ACp;FR0000120404;19-09-05;40.0;40.03;649498
4833;FR0000120404ACp190906;Accor Hotels;ACp;FR0000120404;19-09-06;40.05;39.97;477948
4834;FR0000120404ACp190909;Accor Hotels;ACp;FR0000120404;19-09-09;39.95;40.0;648332
4835;FR0000120404ACp190910;Accor Hotels;ACp;FR0000120404;19-09-10;40.0;39.78;740572
4836;FR0000120404ACp190911;Accor Hotels;ACp;FR0000120404;19-09-11;39.85;39.54;739497
4837;FR0000120404ACp190912;Accor Hotels;ACp;FR0000120404;19-09-12;39.0;38.38;1006023
4838;FR0000120404ACp190913;Accor Hotels;ACp;FR0000120404;19-09-13;38.33;38.75;750178
4839;FR0000120404ACp190916;Accor Hotels;ACp;FR0000120404;19-09-16;38.5;38.85;753145
4840;FR0000120404ACp190917;Accor Hotels;ACp;FR0000120404;19-09-17;39.36;38.97;887538
4841;FR0000120404ACp190918;Accor Hotels;ACp;FR0000120404;19-09-18;38.77;39.29;605445
4842;FR0000120404ACp190919;Accor Hotels;ACp;FR0000120404;19-09-19;39.31;39.7;612723
4843;FR0000120404ACp190920;Accor Hotels;ACp;FR0000120404;19-09-20;39.4;39.59;1559524
4844;FR0000120404ACp190923;Accor Hotels;ACp;FR0000120404;19-09-23;39.43;38.9;555852
4845;FR0000120404ACp190924;Accor Hotels;ACp;FR0000120404;19-09-24;38.84;38.97;490262
4846;FR0000120404ACp190925;Accor Hotels;ACp;FR0000120404;19-09-25;38.71;38.43;646343
4847;FR0000120404ACp190926;Accor Hotels;ACp;FR0000120404;19-09-26;38.49;38.37;523843
4848;FR0000120404ACp190927;Accor Hotels;ACp;FR0000120404;19-09-27;38.1;38.14;774623
4849;FR0000120404ACp190930;Accor Hotels;ACp;FR0000120404;19-09-30;37.87;38.25;524026
4850;FR0000120404ACp191001;Accor Hotels;ACp;FR0000120404;19-10-01;38.32;38.01;503295
4851;FR0000120404ACp191002;Accor Hotels;ACp;FR0000120404;19-10-02;37.9;37.25;692468
4852;FR0000120404ACp191003;Accor Hotels;ACp;FR0000120404;19-10-03;37.2;36.89;598922
4853;FR0000120404ACp191004;Accor Hotels;ACp;FR0000120404;19-10-04;37.0;37.3;503212
4854;FR0000120404ACp191007;Accor Hotels;ACp;FR0000120404;19-10-07;37.16;37.25;486571
4855;FR0000120404ACp191008;Accor Hotels;ACp;FR0000120404;19-10-08;37.22;36.69;725958
4856;FR0000120404ACp191009;Accor Hotels;ACp;FR0000120404;19-10-09;36.6;36.95;609812
4857;FR0000120404ACp191010;Accor Hotels;ACp;FR0000120404;19-10-10;36.89;37.32;855891
4858;FR0000120404ACp191011;Accor Hotels;ACp;FR0000120404;19-10-11;37.63;38.14;803037
4859;FR0000120404ACp191014;Accor Hotels;ACp;FR0000120404;19-10-14;38.09;38.08;644901
4860;FR0000120404ACp191015;Accor Hotels;ACp;FR0000120404;19-10-15;38.37;37.56;1011161
4861;FR0000120404ACp191016;Accor Hotels;ACp;FR0000120404;19-10-16;37.5;37.99;732007
4862;FR0000120404ACp191017;Accor Hotels;ACp;FR0000120404;19-10-17;37.75;38.3;791052
4863;FR0000120404ACp191018;Accor Hotels;ACp;FR0000120404;19-10-18;38.07;37.96;1140900
4864;FR0000120404ACp191021;Accor Hotels;ACp;FR0000120404;19-10-21;38.01;38.9;746014
4865;FR0000120404ACp191022;Accor Hotels;ACp;FR0000120404;19-10-22;38.96;38.07;546877
4866;FR0000120404ACp191023;Accor Hotels;ACp;FR0000120404;19-10-23;37.82;38.2;371394
4867;FR0000120404ACp191024;Accor Hotels;ACp;FR0000120404;19-10-24;38.25;38.62;363496
4868;FR0000120404ACp191025;Accor Hotels;ACp;FR0000120404;19-10-25;38.35;38.6;368662
4869;FR0000120404ACp191028;Accor Hotels;ACp;FR0000120404;19-10-28;38.52;38.76;557550
4870;FR0000120404ACp191029;Accor Hotels;ACp;FR0000120404;19-10-29;38.64;39.08;528875
4871;FR0000120404ACp191030;Accor Hotels;ACp;FR0000120404;19-10-30;38.97;38.34;590214
4872;FR0000120404ACp191031;Accor Hotels;ACp;FR0000120404;19-10-31;38.5;38.52;527576
4873;FR0000120404ACp191101;Accor Hotels;ACp;FR0000120404;19-11-01;38.72;39.55;911786
4874;FR0000120404ACp191104;Accor Hotels;ACp;FR0000120404;19-11-04;39.57;39.41;821587
4875;FR0000120404ACp191105;Accor Hotels;ACp;FR0000120404;19-11-05;39.55;39.5;766911
4876;FR0000120404ACp191106;Accor Hotels;ACp;FR0000120404;19-11-06;39.5;39.02;666624
4877;FR0000120404ACp191107;Accor Hotels;ACp;FR0000120404;19-11-07;39.22;39.71;1046685
4878;FR0000120404ACp191108;Accor Hotels;ACp;FR0000120404;19-11-08;39.56;39.71;574335
4879;FR0000120404ACp191111;Accor Hotels;ACp;FR0000120404;19-11-11;39.17;38.59;883274
4880;FR0000120404ACp191112;Accor Hotels;ACp;FR0000120404;19-11-12;38.82;38.51;582710
4881;FR0000120404ACp191113;Accor Hotels;ACp;FR0000120404;19-11-13;38.5;38.08;729487
4882;FR0000120404ACp191114;Accor Hotels;ACp;FR0000120404;19-11-14;38.0;38.04;570681
4883;FR0000120404ACp191115;Accor Hotels;ACp;FR0000120404;19-11-15;38.3;38.67;706243
4884;FR0000120404ACp191118;Accor Hotels;ACp;FR0000120404;19-11-18;38.55;38.94;613569
4885;FR0000120404ACp191119;Accor Hotels;ACp;FR0000120404;19-11-19;39.52;39.8;1089785
4886;FR0000120404ACp191120;Accor Hotels;ACp;FR0000120404;19-11-20;39.56;38.96;629110
4887;FR0000120404ACp191121;Accor Hotels;ACp;FR0000120404;19-11-21;38.78;38.88;485574
4888;FR0000120404ACp191122;Accor Hotels;ACp;FR0000120404;19-11-22;38.93;38.87;628766
4889;FR0000120404ACp191125;Accor Hotels;ACp;FR0000120404;19-11-25;39.0;39.37;702499
4890;FR0000120404ACp191126;Accor Hotels;ACp;FR0000120404;19-11-26;39.3;39.58;1754551
4891;FR0000120404ACp191127;Accor Hotels;ACp;FR0000120404;19-11-27;39.56;39.42;789235
4892;FR0000120404ACp191128;Accor Hotels;ACp;FR0000120404;19-11-28;39.3;39.18;655307
4893;FR0000120404ACp191129;Accor Hotels;ACp;FR0000120404;19-11-29;39.1;38.83;631263
4894;FR0000120404ACp191202;Accor Hotels;ACp;FR0000120404;19-12-02;38.78;38.17;809349
4895;FR0000120404ACp191203;Accor Hotels;ACp;FR0000120404;19-12-03;38.45;37.73;554846
4896;FR0000120404ACp191204;Accor Hotels;ACp;FR0000120404;19-12-04;37.67;37.92;545743
4897;FR0000120404ACp191205;Accor Hotels;ACp;FR0000120404;19-12-05;38.15;38.63;582318
4898;FR0000120404ACp191206;Accor Hotels;ACp;FR0000120404;19-12-06;38.8;38.76;460332
